country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Turkey,TR,TUR,82003882,1182,30,5/29/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,76,6,4/12/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,285,6,5/1/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,2/24/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,603,23,4/23/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,1394,12,10/10/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,131,6,8/10/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,42,2,7/27/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,114,6,4/17/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,8,0,3/8/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,213,18,5/26/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1304,21,6/19/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2079,67,5/18/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,8,1,5/6/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1848,48,5/9/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,1/8/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,429,11,7/28/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,3/6/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,133,4,9/1/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,146,2,9/1/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,15,0,4/29/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,50,1,4/22/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1131,1,10/17/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,65,1,4/11/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,172,2,9/13/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,3/23/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,152,3,10/4/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,9,0,5/2/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,292,5,9/19/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,273,3,6/3/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,1/8/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,145,1,9/2/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,3/7/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,54,0,6/25/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,523,10,7/1/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,38,0,4/23/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,526,0,9/28/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,7/5/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,294,6,9/25/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,150,9,5/1/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2/10/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,9,1,4/20/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,64,3,7/5/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,8,1,5/16/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,139,1,10/17/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,78,1,3/27/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,726,28,6/13/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,0,6/4/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,6/18/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,1/8/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,10,0,6/29/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,248,3,9/10/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,4897,1,8/24/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,22,0,8/11/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,1/12/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,5/23/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,1,0,3/25/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,12,0,4/13/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2/26/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,1/30/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,176,23,5/24/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,61,6,7/5/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,5,0,9/13/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2,0,6/3/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,8/1/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,7/21/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,1031,0,10/20/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,1/11/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,28,0,7/2/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,282,3,9/12/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,252,0,10/19/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,318,18,6/10/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,9/20/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,516,87,5/30/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,6/12/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,1022,16,10/2/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1456,7,9/14/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,6,1,4/27/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,477,6,4/25/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2/1/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,9/26/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,1/21/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,1,0,5/23/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2/1/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,3/5/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,41,0,7/22/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,1/9/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,7/24/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,106,4,8/26/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1053,19,7/8/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,297,14,6/1/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,33,0,3/20/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,518,110,5/20/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,10/4/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1437,40,6/11/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,397,31,7/8/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,619,2,8/11/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,295,18,5/1/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,509,68,5/10/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,12,0,6/13/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,40,0,6/30/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,5/25/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,1/20/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,347,6,7/24/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,175,0,8/9/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,79,1,5/11/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,3/7/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,5,1,5/5/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,102,0,7/19/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,2/25/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,12474,106,10/25/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,68,4,4/3/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,9/11/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,3/2/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,2/13/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,312,8,4/7/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,3,0,5/21/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,8/9/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,9/16/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,8,0,3/28/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,99,2,8/30/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,10,0,8/21/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,1/9/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,119,0,7/20/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2989,6,10/25/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,10/21/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,2/17/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,9/17/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,57,0,3/30/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,73,0,6/29/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,3/7/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,55,2,6/18/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2/6/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,2/3/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,0,7/26/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,9/8/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,7,0,4/23/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,39,0,3/16/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,9/13/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,9/1/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,43,0,9/12/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1213,148,4/10/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,12,0,4/17/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,43,1,9/12/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1647,24,9/30/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,1/3/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,155,7,3/15/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,52,0,4/8/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,3/13/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,21,1,9/3/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,4/22/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,9/21/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,146,3,10/18/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,193,4,10/15/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,5,0,8/4/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2/17/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,13,0,8/1/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2/23/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,20,0,6/5/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,1387,281,5/1/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,860,4,10/20/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,22,0,3/19/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,1/2/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,18,0,7/30/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,4,0,3/6/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,2/17/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2/24/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,6/25/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,1/23/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8945,169,10/2/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5395,150,7/29/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,101,0,3/10/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,146,13,5/27/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,23,12,6/11/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,10/17/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,122,2,10/20/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,4721,432,4/20/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,7,0,10/20/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,47,0,8/7/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,715,34,7/11/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,45,0,4/21/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,550,19,9/2/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,7,1,5/15/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2,0,6/20/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,71,4,3/22/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,1/9/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2/7/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,557,11,7/10/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,52,0,9/1/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,16,1,4/10/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2040,6,10/18/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,4,0,3/18/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,169,3,8/24/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,22,0,10/4/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,7,0,7/13/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,805,22,3/31/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,1/26/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,779,2,8/12/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,27,1,7/8/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,13,0,7/27/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,3,0,9/29/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,6/8/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,8/14/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2/12/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,91,0,9/25/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,6/25/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,914,5,9/3/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,1/11/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,5/31/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,7/1/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1900,474,5/3/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,1/2/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,6,0,7/29/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,76,3,9/17/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2,0,8/29/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,10,0,7/1/2020,"Epidemic intelligence, national daily data"
